SG_UE,NM_UE,SG_UF,NM_URNA_CANDIDATO,SG_PARTIDO,DS_SIT_TOT_TURNO,NR_TURNO
80128,VITOR MEIRELES,SC,BENTO,PP,ELEITO,1
89419,TRÊS PASSOS,RS,ARLEI TOMAZONI,PSDB,ELEITO,1
81558,IRINEÓPOLIS,SC,LADEMIR,PSDB,ELEITO,1
23639,CAETÉS,PE,TIRRI,REPUBLICANOS,ELEITO,1
71951,TORRINHA,SP,RENE BLUMER,PL,ELEITO,1
42129,GLAUCILÂNDIA,MG,HERIVELTO,PSD,ELEITO,1
17450,MARCELINO VIEIRA,RN,BABAU,PSD,ELEITO,1
24996,PALMARES,PE,JÚNIOR DE BETO,PP,ELEITO,1
21270,PIANCÓ,PB,DANIEL GALDINO,PP,ELEITO,1
21296,PICUÍ,PB,OLIVÂNIO,PT,ELEITO,1
86436,ERVAL SECO,RS,LEONIR KOCHE,PSDB,ELEITO,1
47317,NOVA UNIÃO,MG,AILTON,AVANTE,ELEITO,1
90344,PLANALTO DA SERRA,MT,NATAL DE ASSIS,PROS,ELEITO,1
53899,TUMIRITINGA,MG,NILSÃO,MDB,ELEITO,1
21873,SÃO JOSÉ DE CAIANA,PB,MANOEL MOLEQUE,PL,ELEITO,1
90360,NOVA MONTE VERDE,MT,EDEMILSON MARINO,PP,ELEITO,1
28517,QUEBRANGULO,AL,MARCELO LIMA,MDB,ELEITO,1
23779,CARNAÍBA,PE,ANCHIETA PATRIOTA,PSB,ELEITO,1
67938,OSVALDO CRUZ,SP,VERA MORENA,PP,ELEITO,1
82716,PRAIA GRANDE,SC,FANICA,PP,ELEITO,1
69779,RINÓPOLIS,SP,NETO,PSDB,ELEITO,1
40355,ALPERCATA,MG,RAFAEL FRANÇA,PSD,ELEITO,1
69256,PRESIDENTE BERNARDES,SP,NADINHO,PP,ELEITO,1
90115,AMAMBAI,MS,DR BANDEIRA,PSDB,ELEITO,1
39900,SÍTIO DO QUINTO,BA,JAIR SANTOS,PSD,ELEITO,1
28258,PALMEIRA DOS ÍNDIOS,AL,JULIO CEZAR,PSB,ELEITO,1
07293,BARÃO DE GRAJAÚ,MA,CLAUDIMÊ,PSD,ELEITO,1
25550,SANTA TEREZINHA,PE,DELSON LUSTOSA,PODE,ELEITO,1
17078,JARDIM DE ANGICOS,RN,CARLINHOS,DEM,ELEITO,1
15733,UBAJARA,CE,RENÊ,PDT,ELEITO,1
38016,PLANALTO,BA,CLOVES,PT,ELEITO,1
14052,HIDROLÂNDIA,CE,IRIS MARTINS,PDT,ELEITO,1
90123,NOVA MARINGÁ,MT,ANA,PATRIOTA,ELEITO,1
92088,CASEARA,TO,ILDISLENE SANTANA,DEM,ELEITO,1
40274,ALBERTINA,MG,JOÃO PAULO,PODE,ELEITO,1
73164,TAIPAS DO TOCANTINS,TO,SILVIO ROMÉRIO,DEM,ELEITO,1
73385,LAGOA DA CONFUSÃO,TO,DR THIAGO,DEM,ELEITO,1
39055,SERRA DOURADA,BA,NENENZAO,PT,ELEITO,1
19011,ÁGUA BRANCA,PB,TOM,REPUBLICANOS,ELEITO,1
86282,ALTO FELIZ,RS,ROBES SCHNEIDER,PSB,ELEITO,1
87084,MONTE BELO DO SUL,RS,DALLÉ,MDB,ELEITO,1
62430,BORÁ,SP,LUIZ,PTB,ELEITO,1
64734,GUARIBA,SP,CELSO ROMANO,PSDB,ELEITO,1
52817,SÃO PEDRO DO SUAÇUÍ,MG,TCHUCA EUZÉBIO,AVANTE,ELEITO,1
45799,GUIRICEMA,MG,JOSE OSCAR OSCARZINHO,PSL,ELEITO,1
92150,ALVORADA DO NORTE,GO,IOLANDA,DEM,ELEITO,1
24210,GLÓRIA DO GOITÁ,PE,ADRIANA PAES,PSD,ELEITO,1
19810,CAMPINA GRANDE,PB,BRUNO CUNHA LIMA,PSD,ELEITO,1
92665,SÃO MIGUEL DO PASSA QUATRO,GO,GILMAR ,DEM,ELEITO,1
89613,VIADUTOS,RS,CLAITON,PTB,ELEITO,1
93432,DIORAMA,GO,ALTAMIRO JOSE DE LIMA,DEM,ELEITO,1
21032,NOVA FLORESTA,PB,JARSON DO PASTOR,CIDADANIA,ELEITO,1
41319,BERTÓPOLIS,MG,CAU RAIS,PT,ELEITO,1
67431,MURUTINGA DO SUL,SP,CRISTIANO,PODE,ELEITO,1
35297,GONGOGI,BA,ADRIANO MENDONÇA,PSD,ELEITO,1
12246,MILTON BRANDÃO,PI,EVANGELISTA RESENDE,PP,ELEITO,1
58246,PINHEIRAL,RJ,EDNARDO BARBOSA,PSC,ELEITO,1
40320,JUATUBA,MG,ADONIS,PATRIOTA,ELEITO,1
40649,SANTA BÁRBARA DO LESTE,MG,WILMA PEREIRA,PP,ELEITO,1
71030,SÃO MANUEL,SP,RICARDO SALARO,DEM,ELEITO,1
10650,DEMERVAL LOBÃO,PI,RICARDO  MOURA,PP,ELEITO,1
58750,PARATY,RJ,VIDAL,MDB,ELEITO,1
41513,BOM JESUS DA PENHA,MG,NEI DO JORGINHO,PSB,ELEITO,1
19593,BREJO DOS SANTOS,PB,DR LAURI,PSDB,ELEITO,1
07242,DAVINÓPOLIS,MA,"RAIMUNDO COQUINHO,",AVANTE,ELEITO,1
46310,IRAÍ DE MINAS,MG,CLEITIN,PROS,ELEITO,1
44733,ENGENHEIRO CALDAS,MG,JUNINHO DUTRA,PL,ELEITO,1
54135,VARGINHA,MG,VERDI,AVANTE,ELEITO,1
28118,NOVO LINO,AL,MARCELA GOMES,PL,ELEITO,1
13854,CRATO,CE,ZÉ AILTON BRASIL,PT,ELEITO,1
08168,RAPOSA,MA,EUDES BARROS,PL,ELEITO,1
37699,PALMAS DE MONTE ALTO,BA,MANOEL RUBENS,PSD,ELEITO,1
77577,PEABIRU,PR,JULIO FRARE,PL,ELEITO,1
81264,PAINEL,SC,MARQUINHO,PL,ELEITO,1
69957,SAGRES,SP,BETO PIRES,PP,ELEITO,1
44318,DIAMANTINA,MG,JUSCELINO ROQUE,DEM,ELEITO,1
79413,URAÍ,PR,TARANTINI,MDB,ELEITO,1
89354,TRAMANDAÍ,RS,GAUTO,PP,ELEITO,1
62227,VITÓRIA BRASIL,SP,PAULINHO DO AÇOUGUE,PTB,ELEITO,1
86622,CORONEL BARROS,RS,EDISON ARNT,DEM,ELEITO,1
52752,SÃO MIGUEL DO ANTA,MG,JUNINHO SIVIRINO,MDB,ELEITO,1
21636,SALGADO DE SÃO FÉLIX,PB,DR JONI,PSD,ELEITO,1
90743,CAMPOS DE JÚLIO,MT,PARMA,PATRIOTA,ELEITO,1
19372,BAYEUX,PB,LUCIENE GOMES,PDT,ELEITO,1
19453,BOM JESUS,PB,DENISE BAYMA,PP,ELEITO,1
79111,TAPEJARA,PR,RODRIGO PEZÃO,PSL,ELEITO,1
89494,TUPARENDI,RS,LEONEL PETRY,PDT,ELEITO,1
44334,DIOGO DE VASCONCELOS,MG,DOMINGOS DE JOÃO NOBRE,DEM,ELEITO,1
43095,CAXAMBU,MG,DIOGO CURI,PSDB,ELEITO,1
49832,PEDRINÓPOLIS,MG,RAFAEL,PSD,ELEITO,1
22012,SÃO MIGUEL DE TAIPU,PB,LAELSON,PSDB,ELEITO,1
39772,MANSIDÃO,BA,DJALMA RAMOS,SOLIDARIEDADE,ELEITO,1
78751,SÃO JOÃO DO IVAÍ,PR,CARLA EMERENCIANO,PSL,ELEITO,1
88803,MONTE ALEGRE DOS CAMPOS,RS,CAPELINI,PP,ELEITO,1
80381,CERRO NEGRO,SC,ADEMILSON,PP,ELEITO,1
62286,FERNÃO,SP,JOSÉ FODRA,DEM,ELEITO,1
99015,COMODORO,MT,ROGÉRIO VILELA,PODE,ELEITO,1
91952,NOVA XAVANTINA,MT,JOÃO BANG,PSB,ELEITO,1
00558,VALE DO PARAÍSO,RO,PROFESSORA POLIANA GASQUI,PROS,ELEITO,1
16217,AREIA BRANCA,RN,IRANEIDE REBOUÇAS,PSDB,ELEITO,1
25615,SÃO CAITANO,PE,JOSAFÁ,PSL,ELEITO,1
87831,PARAÍ,RS,OSCAR DALL AGNOL,PP,ELEITO,1
18333,SÃO BENTO DO TRAIRÍ,RN,KEKA,PSD,ELEITO,1
89460,SÃO JOSÉ DO SUL,RS,JULI BENDER,PSD,ELEITO,1
64459,GUAIÇARA,SP,BRUNO,PSDB,ELEITO,1
39519,URANDI,BA,WARLEI,PSD,ELEITO,1
92789,TROMBAS,GO,PREGO,PL,ELEITO,1
93874,HEITORAÍ,GO,LUCIO,PP,ELEITO,1
78794,SÃO JORGE DO IVAÍ,PR,GUINA,PSD,ELEITO,1
88250,RONDA ALTA,RS,MARCOS BEUX,PDT,ELEITO,1
93793,GOIATUBA,GO,ZEZINHO VIEIRA,PP,ELEITO,1
62243,IPIGUÁ,SP,EFRAIM,DEM,ELEITO,1
41033,BANDEIRA,MG,SIDNEI,REPUBLICANOS,ELEITO,1
41688,ANGELÂNDIA,MG,PAULINHO PINHEIRO,PSDB,ELEITO,1
92550,AVELINÓPOLIS,GO,ADRIANINHO,PSB,ELEITO,1
74330,MARILÂNDIA DO SUL,PR,AQUILES TAKEDA,PSD,ELEITO,1
90506,CAMPO VERDE,MT,ALEXANDRE LOPES,PDT,ELEITO,1
33758,BOA VISTA DO TUPIM,BA,DINHO,PSDB,ELEITO,1
63835,DOIS CÓRREGOS,SP,RUY,PTB,ELEITO,1
57150,PEDRO CANÁRIO,ES,BRUNO ARAÚJO,REPUBLICANOS,ELEITO,1
00604,MINISTRO ANDREAZZA,RO,MILLA DA AGRICULTURA,PSD,ELEITO,1
04286,TRAIRÃO,PA,DJANGO,PL,ELEITO,1
91995,SÃO JOSÉ DO RIO CLARO,MT,LEVI RIBEIRO,PODE,ELEITO,1
75485,MARQUINHO,PR,JUNINHO,PODE,ELEITO,1
83275,SÃO JOSÉ,SC,ORVINO,PSD,ELEITO,1
62375,BOFETE,SP,TORÃO,PSD,ELEITO,1
44199,DATAS,MG,NARLISSON,PSD,ELEITO,1
50458,PORTO FIRME,MG,RENATO SESSETE,DEM,ELEITO,1
74721,RANCHO ALEGRE D'OESTE,PR,PROFESSOR ARISTEU,PSDB,ELEITO,1
74411,ATALAIA,PR,DUDA,PSD,ELEITO,1
91863,SANTA RITA DO PARDO,MS,DR LÚCIO,PODE,ELEITO,1
80209,TIMBÓ GRANDE,SC,VALDIR CARDOSO,PSDB,ELEITO,1
40657,ARACITABA,MG,MARCÍLIA DO NENÉM,PSDB,ELEITO,1
75531,FLORAÍ,PR,EDNA CONTIN,PSD,ELEITO,1
76490,JOAQUIM TÁVORA,PR,REGINALDO VILELA,PODE,ELEITO,1
41424,REDUTO,MG,DILCÉLIO,MDB,ELEITO,1
41998,CAETÉ,MG,LUCAS COELHO,AVANTE,ELEITO,1
63975,ELDORADO,SP,DINOEL,PL,ELEITO,1
17531,MONTANHAS,RN,MANUEL GUSTAVO,PSB,ELEITO,1
04316,BONITO,PA,MICHEL ASSAD,PTB,ELEITO,1
27111,BARRA DE SÃO MIGUEL,AL,BIU DE LIRA,PP,ELEITO,1
27154,BELÉM,AL,PAULA SANTA ROSA,MDB,ELEITO,1
75671,GENERAL CARNEIRO,PR,JOEL RICARDO MARTINS FERREIRA,PSDB,ELEITO,1
95575,PORTELÂNDIA,GO,MARLY DO VALDINEIS,REPUBLICANOS,ELEITO,1
80063,APIÚNA,SC,MARCELO,PL,ELEITO,1
64416,GETULINA,SP,TONINHO MAIA,PSDB,ELEITO,1
37680,OUROLÂNDIA,BA,ZÉ DO POVO,DEM,ELEITO,1
42250,CAMPO DO MEIO,MG,SAMUEL AZEVEDO MARINHO,PSD,ELEITO,1
94510,MARA ROSA,GO,FLÁVIO MOURA,PDT,ELEITO,1
21377,PIRPIRITUBA,PB,DIDIU,PSDB,ELEITO,1
85464,CRISTAL,RS,MARCELO,PSDB,ELEITO,1
45470,GONÇALVES,MG,MÁRCIO DO ZEZÉ,CIDADANIA,ELEITO,1
32018,PEDRINHAS,SE,FRANCE DE DOMINGOS,PSB,ELEITO,1
06130,LARANJAL DO JARI,AP,MÁRCIO SERRÃO,DEM,ELEITO,1
10472,CAPITÃO DE CAMPOS,PI,TIM MEDEIROS,PP,ELEITO,1
96318,TURVÂNIA,GO,FAUSTO MARIANO,DEM,ELEITO,1
20133,DIAMANTE,PB,HERMES MANGUEIRA,PODE,ELEITO,1
25798,SERRITA,PE,ALEUDO BENEDITO,MDB,ELEITO,1
04006,GOIANÉSIA DO PARÁ,PA,PR DAVI,MDB,ELEITO,1
27316,CANAPI,AL,VINÍCIUS FILHO DE ZÉ HERMES,PP,ELEITO,1
95672,RIANÁPOLIS,GO,GILBER,PP,ELEITO,1
76074,IRATI,PR,JORGE DERBLI,PSDB,ELEITO,1
37532,NILO PEÇANHA,BA,JACQUELINE,DEM,ELEITO,1
02534,MANACAPURU,AM,BETO D ANGELO,REPUBLICANOS,ELEITO,1
27065,JEQUIÁ DA PRAIA,AL,FELIPE JATOBA,PP,ELEITO,1
87335,LIBERATO SALZANO,RS,JULI,PP,ELEITO,1
80683,BALNEÁRIO BARRA DO SUL,SC,RODRIGUES,PP,ELEITO,1
13072,AIUABA,CE,RAMILSON MORAES,PSD,ELEITO,1
10383,PATOS DO PIAUÍ,PI,JOAQUIM NETO,PSD,ELEITO,1
13714,CATARINA,CE,DR THIAGO,MDB,ELEITO,1
51934,SANTA ROSA DA SERRA,MG,ZÉ HUMBERTO,MDB,ELEITO,1
02577,MANICORÉ,AM,LUCIO FLAVIO,PSD,ELEITO,1
37176,MARCIONÍLIO SOUZA,BA,CORRÓ,PP,ELEITO,1
62391,BOITUVA,SP,EDSON MARCUSSO,CIDADANIA,ELEITO,1
22357,TEIXEIRA,PB,WENCESLAU MARQUES,PDT,ELEITO,1
87793,PALMITINHO,RS,CAETANO ALBARELLO,PDT,ELEITO,1
87068,MINAS DO LEÃO,RS,SILVIA LASEK,PP,ELEITO,1
66974,MINEIROS DO TIETÊ,SP,GEZIEL,PSL,ELEITO,1
86886,LAGOA DOS TRÊS CANTOS,RS,SERGIO LASCH,PTB,ELEITO,1
41530,BOM JESUS DO AMPARO,MG,PEDRADA,MDB,ELEITO,1
43010,CÁSSIA,MG,REMINHO,PP,ELEITO,1
53570,TABULEIRO,MG,AILTON FERRAZ,PSDB,ELEITO,1
79774,FRANCISCO ALVES,PR,MILENA DO VALTINHO,PSDB,ELEITO,1
20893,MOGEIRO,PB,ANTONIO FERREIRA,PL,ELEITO,1
18074,PUREZA,RN,NETO MOURA,DEM,ELEITO,1
92878,CAIAPÔNIA,GO,ARGEMIRO RODRIGUES,DEM,ELEITO,1
56774,NOVA VENÉCIA,ES,ANDRE FAGUNDES,PDT,ELEITO,1
93246,UIRAPURU,GO,ELIVAN CARREIRO,DEM,ELEITO,1
86274,DOM FELICIANO,RS,CLENIO,PTB,ELEITO,1
58351,ENGENHEIRO PAULO DE FRONTIN,RJ,MANEKO ARTEMENKO,PSDB,ELEITO,1
42420,TAPARUBA,MG,JUNIOR ABREU,DEM,ELEITO,1
56278,CASTELO,ES,JOAO PAULO NALI,PTB,ELEITO,1
07773,ESPERANTINÓPOLIS,MA,ALUISINHO,PTB,ELEITO,1
51012,RIO DO PRADO,MG,MISSIM,PSB,ELEITO,1
68179,PARANAPANEMA,SP,RODOLFO,PP,ELEITO,1
35130,EUCLIDES DA CUNHA,BA,DR LUCIANO,PDT,ELEITO,1
33430,ARAMARI,BA,FIDEL,PP,ELEITO,1
31151,BOQUIM,SE,ERALDO DE CABEÇA DANTAS,PP,ELEITO,1
62936,CAMPO LIMPO PAULISTA,SP,DR LUIZ,PSDB,ELEITO,1
92037,ÁGUA LIMPA,GO,ZÉ CARLOS,PODE,ELEITO,1
83771,VIDAL RAMOS,SC,NELSON,PSD,ELEITO,1
33979,CACHOEIRA,BA,ELIANA,REPUBLICANOS,ELEITO,1
35653,IBOTIRAMA,BA,DR LAERCIO SANTANA,PSB,ELEITO,1
07269,BOM JESUS DAS SELVAS,MA,FERNANDO COELHO,PDT,ELEITO,1
33111,AIQUARA,BA,DELMAR,PP,ELEITO,1
40606,RIACHINHO,MG,NEIZON REZENDE,PODE,ELEITO,1
26131,TRIUNFO,PE,LUCIANO BONFIM,AVANTE,ELEITO,1
35475,IBIPEBA,BA,DEMOSTENES,PSD,ELEITO,1
20052,CUITEGI,PB,GERALDO SERAFIM,PSDB,ELEITO,1
09415,TURIAÇU,MA,EDESIO CAVALCANTI,REPUBLICANOS,ELEITO,1
21237,PEDRA LAVRADA,PB,TOTA GUEDES,DEM,ELEITO,1
25976,ITAMBÉ,PE,DONA GRACA,MDB,ELEITO,1
73342,MURICILÂNDIA,TO,ALESSANDRO BORGES,PL,ELEITO,1
93610,FORMOSA,GO,GUSTAVO MARQUES,PODE,ELEITO,1
50733,QUARTEL GERAL,MG,BADARÓ,PDT,ELEITO,1
90972,JARAGUARI,MS,EDSON DA FARMÁCIA,PSDB,ELEITO,1
56898,SANTA LEOPOLDINA,ES,ROMERO ENDRINGER,PTB,ELEITO,1
13250,ARARIPE,CE,CICERO DE DEUS,PDT,ELEITO,1
81302,ALTO BELA VISTA,SC,ELTON MATTES,MDB,ELEITO,1
92606,SANTA TEREZA DO TOCANTINS,TO,ANTONIO CAMPOS,PTB,ELEITO,1
92770,BURITI ALEGRE,GO,ANDRE CHAVES,MDB,ELEITO,1
86649,COXILHA,RS,ILDO ORTH,PP,ELEITO,1
53015,SÃO TOMÁS DE AQUINO,MG,RONEIDO TEÓFILO,PL,ELEITO,1
87467,PORTO MAUÁ,RS,NEGO WEISS,PP,ELEITO,1
86177,CRISSIUMAL,RS,NEDEL,PODE,ELEITO,1
65218,IPERÓ,SP,LÉO FOLIM,PSC,ELEITO,1
07072,ALTAMIRA DO MARANHÃO,MA,ILEILDA DO QUEIJO,PDT,ELEITO,1
63819,DOBRADA,SP,CARLOS DENTISTA,PSDB,ELEITO,1
18090,RAFAEL FERNANDES,RN,BRUNO ANASTÁCIO,DEM,ELEITO,1
98779,NOVO SÃO JOAQUIM,MT,LEONARDO FARIAS,PL,ELEITO,1
56871,RIO NOVO DO SUL,ES,NEI CASTELARI,PP,ELEITO,1
40959,AUGUSTO DE LIMA,MG,FABIANO,PODE,ELEITO,1
53678,TARUMIRIM,MG,TILICA,DEM,ELEITO,1
12041,SEBASTIÃO BARROS,PI,PABLO CARVALHO,PSD,ELEITO,1
66818,MARÍLIA,SP,DANIEL ALONSO,PSDB,ELEITO,1
81132,GAROPABA,SC,JUNIOR DE ABREU,PP,ELEITO,1
40428,MATA VERDE,MG,IRONE BENTO,PSDB,ELEITO,1
40690,ARAGUARI,MG,MAJOR RENATO,REPUBLICANOS,ELEITO,1
38911,SAPEAÇU,BA,DOUTOR GEORGE,DEM,ELEITO,1
66257,JUQUITIBA,SP,AYRES SCORSATTO,PL,ELEITO,1
45314,FRANCISCO DUMONT,MG,EDUARDO RABELO,REPUBLICANOS,ELEITO,1
81647,PRINCESA,SC,EDILSON,MDB,ELEITO,1
18716,SÍTIO NOVO,RN,ANDREZZA BRASIL,PT,ELEITO,1
44075,CRISTIANO OTONI,MG,CARLOS VIEIRA,PP,ELEITO,1
44393,DIVINO,MG,MAURI VENTURA,PT,ELEITO,1
07510,CANTANHEDE,MA,ZÉ MARTINHO,PDT,ELEITO,1
38253,RIACHÃO DAS NEVES,BA,MIGUEL CRISOSTOMO,PSD,ELEITO,1
90948,NOVO SANTO ANTÔNIO,MT,ADÃO BELCHIOR,DEM,ELEITO,1
14958,PACATUBA,CE,CARLOMANO MARQUES,MDB,ELEITO,1
54437,VOLTA GRANDE,MG,SEU JORGE,MDB,ELEITO,1
37672,OURIÇANGAS,BA,TONHO DE FIITO,PSB,ELEITO,1
96857,AUGUSTINÓPOLIS,TO,ANTÔNIO DO BAR,PSC,ELEITO,1
82775,PRESIDENTE NEREU,SC,CELSO,MDB,ELEITO,1
64335,GÁLIA,SP,RENATO,PSDB,ELEITO,1
40932,ATALÉIA,MG,GILSON BOTELHO GILSINHO,SOLIDARIEDADE,ELEITO,1
90492,CAMAPUÃ,MS,MANOEL NERY,DEM,ELEITO,1
46590,ITAMONTE,MG,ALEXANDRE FILADELFO,MDB,ELEITO,1
62120,PRACINHA,SP,MAURILEI,PSDB,ELEITO,1
38717,SANTO AMARO,BA,ALESSANDRA GOMES,PSD,ELEITO,1
19402,SÃO BENTINHO,PB,MÔNICA,CIDADANIA,ELEITO,1
15091,PARAMOTI,CE,TELVÂNIA BRAZ,MDB,ELEITO,1
92657,BELA VISTA DE GOIÁS,GO,NÁRCIA KELLY,PP,ELEITO,1
74900,VENTANIA,PR,ZÉLIO,PL,ELEITO,1
62022,LOURDES,SP,ODECIO,PSDB,ELEITO,1
16896,IELMO MARINHO,RN,ROSSANE DE GERMANO,PSDB,ELEITO,1
08397,MONTES ALTOS,MA,DOMINGOS FRANÇA,PTB,ELEITO,1
74926,ALTO PARAÍSO,PR,PRETO,PSD,ELEITO,1
18236,SANTA CRUZ,RN,IVANILDINHO,PSDB,ELEITO,1
48038,MARIPÁ DE MINAS,MG,VAGNER,PTB,ELEITO,1
36854,LAURO DE FREITAS,BA,MOEMA GRAMACHO,PT,ELEITO,1
39071,SERRA PRETA,BA,FRANKLIN LEITE,DEM,ELEITO,1
40053,ABRE CAMPO,MG,VITINHO,MDB,ELEITO,1
84972,IBARAMA,RS,VALMOR MATTANA,MDB,ELEITO,1
50032,PIEDADE DE PONTE NOVA,MG,TONINHO BORDONI,PL,ELEITO,1
16632,DOUTOR SEVERIANO,RN,NERI,REPUBLICANOS,ELEITO,1
31232,CANINDÉ DE SÃO FRANCISCO,SE,WELDO MARIANO,PT,ELEITO,1
48470,MOEMA,MG,ALAELSON,MDB,ELEITO,1
10006,BRASILEIRA,PI,DRA CARMEN GEAN,PP,ELEITO,1
10880,MORRO CABEÇA NO TEMPO,PI,JOSUÉ,PP,ELEITO,1
63215,CASTILHO,SP,PAULO BOAVENTURA,REPUBLICANOS,ELEITO,1
40207,FERVEDOURO,MG,DR CARLOS,PP,ELEITO,1
65595,ITAPUÍ,SP,TONINHO,PTB,ELEITO,1
35815,IPIRÁ,BA,DUDY,PSD,ELEITO,1
15695,TIANGUÁ,CE,DR LUIZ,PSD,ELEITO,1
95710,RIO VERDE,GO,PAULO DO VALE,DEM,ELEITO,1
73113,LAGOA DO TOCANTINS,TO,LEANDRO SOARES,PSD,ELEITO,1
70092,SALTO GRANDE,SP,MARIO ROSA,PL,ELEITO,1
19151,ARAÇAGI,PB,JOSILDA MACENA,PSDB,ELEITO,1
02046,CAREIRO DA VÁRZEA,AM,PEDRO GUEDES,PSD,ELEITO,1
28096,MURICI,AL,OLAVO NETO,MDB,ELEITO,1
80519,BOTUVERÁ,SC,ALCIR MERIZIO,MDB,ELEITO,1
73199,TABOCÃO,TO,VAGUIM DO VALDOMIRO,PSD,ELEITO,1
85952,CASCA,RS,ARI CAOVILLA,MDB,ELEITO,1
52019,SANTO ANTÔNIO DO GRAMA,MG,DR MARCO,PDT,ELEITO,1
52035,SANTO ANTÔNIO DO ITAMBÉ,MG,RONAM DA SAÚDE,PDT,ELEITO,1
35491,SANTA RITA DE CÁSSIA,BA,ZEZO,PSDB,ELEITO,1
36510,JACOBINA,BA,TIAGO DIAS,PC do B,ELEITO,1
93998,IPORÁ,GO,NAÇOITAN LEITE,PSDB,ELEITO,1
10804,GUARIBAS,PI,JOERCIO,MDB,ELEITO,1
69116,PORANGABA,SP,CAL,PL,ELEITO,1
71714,TAPIRAÍ,SP,TODESCO,PSB,ELEITO,1
15890,CRUZ,CE,JONAS MUNIZ,PSDB,ELEITO,1
86800,HULHA NEGRA,RS,RENATO MACHADO,PP,ELEITO,1
13692,CASCAVEL,CE,TIAGO RIBEIRO,CIDADANIA,ELEITO,1
45195,FLORESTAL,MG,JUNINHO DO WAGUINHO,PV,ELEITO,1
88781,VESPASIANO CORRÊA,RS,TIAGO MICHELON,PL,ELEITO,1
88838,SÃO MARCOS,RS,EVANDRO KUWER,MDB,ELEITO,1
11274,MONSENHOR GIL,PI,JOÃO LUIZ,PSD,ELEITO,1
90484,CAMPO NOVO DO PARECIS,MT,RAFAEL MACHADO,PSL,ELEITO,1
12521,TANQUE DO PIAUÍ,PI,TIEL,PP,ELEITO,1
87955,PIRATINI,RS,MÁRCIO,MDB,ELEITO,1
94757,MOSSÂMEDES,GO,CASSIM,PDT,ELEITO,1
23914,CONDADO,PE,CASSIANO,REPUBLICANOS,ELEITO,1
58378,ITABORAÍ,RJ,MARCELO DELAROLI DE MARICÁ,PL,ELEITO,1
66699,MAIRINQUE,SP,TONINHO GEMENTE,PSD,ELEITO,1
90441,RIBEIRÃOZINHO,MT,RONIVON PARREIRA,PSDB,ELEITO,1
52795,SÃO PEDRO DOS FERROS,MG,NEWTON AVELAR,PSL,ELEITO,1
19968,MARCAÇÃO,PB,LILI,DEM,ELEITO,1
18554,SÃO TOMÉ,RN,BABÁ,REPUBLICANOS,ELEITO,1
80179,ANGELINA,SC,ROSE,PT,ELEITO,1
42790,CARMO DA MATA,MG,ZÉ CARLOS,PSD,ELEITO,1
14257,ITAIÇABA,CE,FRANK GOMES,PDT,ELEITO,1
83658,TROMBUDO CENTRAL,SC,GEOVANA GESSNER,MDB,ELEITO,1
68896,PIRATININGA,SP,MAJOR JORGE LUÍS,PODE,ELEITO,1
45292,FRANCISCO BADARÓ,MG,REGINALDO,PT,ELEITO,1
17558,MONTE ALEGRE,RN,ANDRE RODRIGUES,PL,ELEITO,1
81710,JACINTO MACHADO,SC,GAIOLA,MDB,ELEITO,1
71811,TATUÍ,SP,MARIA JOSE GONZAGA,PSDB,ELEITO,1
49298,PAINS,MG,MARCO AURÉLIO,PV,ELEITO,1
90433,BONITO,MS,JOSMAIL RODRIGUES,PSB,ELEITO,1
90573,CASSILÂNDIA,MS,JAIR BONI,PSDB,ELEITO,1
04251,BARCARENA,PA,RENATO OGAWA,PL,ELEITO,1
38342,RIBEIRÃO DO LARGO,BA,REBINHA,PP,ELEITO,1
11177,MANOEL EMÍDIO,PI,CLAUDIA MEDEIROS,MDB,ELEITO,1
27537,FELIZ DESERTO,AL,ROSIANA BELTRÃO,PP,ELEITO,1
80241,SANTA ROSA DO SUL,SC,ALMIDES,PSDB,ELEITO,1
51993,SANTO ANTÔNIO DO AVENTUREIRO,MG,AMAURY DE SÁ,MDB,ELEITO,1
37460,MUQUÉM DO SÃO FRANCISCO,BA,MARA RIOS,PT,ELEITO,1
74020,IBEMA,PR,VIVI DO ARAMITAN,MDB,ELEITO,1
20672,LAGOA SECA,PB,FÁBIO RAMALHO,PSDB,ELEITO,1
06025,PORTO GRANDE,AP,BESSA,PDT,ELEITO,1
47490,LAGOA FORMOSA,MG,DIDI,MDB,ELEITO,1
41386,PINTÓPOLIS,MG,LEY LOPES,PATRIOTA,ELEITO,1
08591,PASTOS BONS,MA,ENOQUE MOTA,PTB,ELEITO,1
15237,PORTEIRAS,CE,FÁBIO,PTB,ELEITO,1
52671,SÃO JOSÉ DO GOIABAL,MG,BETO,PSB,ELEITO,1
84751,NOVA ROMA DO SUL,RS,DOUGLAS FAVERO PASUCH,PP,ELEITO,1
18155,RIACHUELO,RN,JOCA,PSB,ELEITO,1
90417,BELA VISTA,MS,REINALDO PITI,PSDB,ELEITO,1
39535,URUÇUCA,BA,MOACYR,DEM,ELEITO,1
71692,TANABI,SP,XANDÃO,PSB,ELEITO,1
13420,ARARENDÁ,CE,DR. ALEXANDRE FELIX,PT,ELEITO,1
08400,SÃO PEDRO DOS CRENTES,MA,DR LAHESIO BONFIM,PSL,ELEITO,1
77674,PIRAÍ DO SUL,PR,HENRIQUE CARNEIRO,DEM,ELEITO,1
73458,TUPIRAMA,TO,ORMANDO,MDB,ELEITO,1
