SG_UE,NM_UE,SG_UF,NM_URNA_CANDIDATO,SG_PARTIDO,DS_SIT_TOT_TURNO,NR_TURNO
02437,ITAPIRANGA,AM,DENISE LIMA,PP,ELEITO,1
25437,SALGUEIRO,PE,DR MARCONES SÁ,PSB,ELEITO,1
95818,SANTA HELENA DE GOIÁS,GO,JOAO ALBERTO,PATRIOTA,ELEITO,1
90913,ITIQUIRA,MT,FABIANO,PP,ELEITO,1
87572,NONOAI,RS,ADRIANE PERIN DE OLIVEIRA,PP,ELEITO,1
72370,VINHEDO,SP,DR DARIO,PTB,ELEITO,1
86720,GARRUCHOS,RS,ROLA,PDT,ELEITO,1
75370,CURIÚVA,PR,NATO MOURA,PSD,ELEITO,1
78972,SÃO TOMÉ,PR,OCELIO,PSD,ELEITO,1
40312,ALFENAS,MG,LUIZINHO,PT,ELEITO,1
81469,BOM JESUS DO OESTE,SC,AIRTON,MDB,ELEITO,1
63738,CUNHA,SP,ZÉ ÉDER,PSDB,ELEITO,1
62693,CABREÚVA,SP,MANGINI,PSDB,ELEITO,1
80594,CAIBI,SC,EDER PICOLI,PP,ELEITO,1
32417,SIMÃO DIAS,SE,CRISTIANO VIANA,PSB,ELEITO,1
85073,ALEGRETE,RS,MÁRCIO AMARAL,MDB,ELEITO,1
41920,CONFINS,MG,PEZAO,SOLIDARIEDADE,ELEITO,1
65439,ITANHAÉM,SP,TIAGO CERVANTES,PSDB,ELEITO,1
68837,PIRAPORA DO BOM JESUS,SP,DANY FLORESTI,PSD,ELEITO,1
90590,CHAPADA DOS GUIMARÃES,MT,OSMAR FRONER,MDB,ELEITO,1
27057,ARAPIRACA,AL,LUCIANO BARBOSA,MDB,ELEITO,1
37656,OLIVEIRA DOS BREJINHOS,BA,SILVINHO,PSD,ELEITO,1
40509,NOVO ORIENTE DE MINAS,MG,NORMANDES JARDIM,PSC,ELEITO,1
84573,FIGUEIRA,PR,ZÉ CARLOS,PSL,ELEITO,1
23817,CARUARU,PE,RAQUEL LYRA,PSDB,ELEITO,1
32050,PIRAMBU,SE,GUILHERME,PSC,ELEITO,1
73202,ITAPIRATINS,TO,SANDRO RODRIGUES,MDB,ELEITO,1
56219,BOM JESUS DO NORTE,ES,TONINHO GUALHANO,PMN,ELEITO,1
17337,LAJES,RN,FELIPE MENEZES,PP,ELEITO,1
67911,OSCAR BRESSANE,SP,PAPINHA,PSD,ELEITO,1
18996,VILA FLOR,RN,THUANNE SOUZA,REPUBLICANOS,ELEITO,1
09598,PAULO RAMOS,MA,ADAILSON MACHADO,PP,ELEITO,1
42170,CAMPANHA,MG,ROBERTO SILVA,PT,ELEITO,1
25534,SANTA MARIA DO CAMBUCÁ,PE,NELSON,PSB,ELEITO,1
56413,ECOPORANGA,ES,ELIAS DAL COL,PSD,ELEITO,1
98230,BOM PRINCÍPIO,RS,FÁBIO PERSCH,PSDB,ELEITO,1
81060,FORQUILHINHA,SC,NEGUINHO,PSD,ELEITO,1
87548,RIO DOS ÍNDIOS,RS,FLAVIO,PP,ELEITO,1
37222,MATINA,BA,OLGA,PL,ELEITO,1
98272,FORTALEZA DOS VALOS,RS,MARCIA,PP,ELEITO,1
68470,PENÁPOLIS,SP,CAIQUE ROSSI,PSD,ELEITO,1
44750,ENGENHEIRO NAVARRO,MG,HUGO FELIPE,PSD,ELEITO,1
04057,AFUÁ,PA,MAZINHO SALOMAO,PSD,ELEITO,1
10944,PAQUETÁ,PI,DR THALES,PP,ELEITO,1
27758,JOAQUIM GOMES,AL,ADRIANO BARROS,PTB,ELEITO,1
75710,GUAÍRA,PR,HERALDO TRENTO,DEM,ELEITO,1
77798,PORECATU,PR,FABINHO,PSD,ELEITO,1
86169,NOVA ALVORADA,RS,EDILSON,PP,ELEITO,1
80306,COCAL DO SUL,SC,FERNANDO DE FAVERI,MDB,ELEITO,1
71056,SÃO MIGUEL ARCANJO,SP,PAULO OREIA,PP,ELEITO,1
86665,DERRUBADAS,RS,ILA,MDB,ELEITO,1
52558,SÃO JOÃO EVANGELISTA,MG,HÉRCULES PROCÓPIO,PP,ELEITO,1
61506,CAMPINA DO MONTE ALEGRE,SP,TIAGO DO ZÉ DITO,PSDB,ELEITO,1
38776,SÃO DESIDÉRIO,BA,ZÉ CARLOS,PP,ELEITO,1
91936,CANARANA,MT,FÁBIO FARIA,DEM,ELEITO,1
12530,TAMBORIL DO PIAUÍ,PI,DELCIDES,MDB,ELEITO,1
87483,PORTO VERA CRUZ,RS,JOSÉ ANDRADE DE MATOS,MDB,ELEITO,1
89184,CORONEL PILAR,RS,LUCIANO CONTINI,MDB,ELEITO,1
81701,CHAPADÃO DO LAGEADO,SC,ABEL DA SILVA,PP,ELEITO,1
82376,PALMITOS,SC,DAIR,MDB,ELEITO,1
80900,MACIEIRA,SC,EDGARD FARINON,MDB,ELEITO,1
44270,DESTERRO DE ENTRE RIOS,MG,WAGUINHO DUARTE,DEM,ELEITO,1
04855,MARACANÃ,PA,REGINALDO CARRERA,PL,ELEITO,1
98132,SETE QUEDAS,MS,CHICO PIROLI,PSDB,ELEITO,1
38970,SEABRA,BA,FÁBIO LAGO SUL,PP,ELEITO,1
13285,PINDORETAMA,CE,DEDÉ,PL,ELEITO,1
79618,INDIANÓPOLIS,PR,JULIANO DA FARMÁCIA,PSD,ELEITO,1
90140,NOVA GUARITA,MT,ZECA,DEM,ELEITO,1
63894,DRACENA,SP,ANDRÉ LEMOS,PATRIOTA,ELEITO,1
00612,GOVERNADOR JORGE TEIXEIRA,RO,GILMAR TOMAZ,PP,ELEITO,1
09636,ESTREITO,MA,LEO CUNHA,PL,ELEITO,1
40495,AMPARO DO SERRA,MG,ZÉ EDUARDO COUTO,PP,ELEITO,1
89443,SANTA MARGARIDA DO SUL,RS,OLMIRO RICARDO,PP,ELEITO,1
72214,URUPÊS,SP,BICA,DEM,ELEITO,1
84832,SÃO DOMINGOS DO SUL,RS,FERNANDO PERIN,PP,ELEITO,1
04740,CURUÁ,PA,GICA,PODE,ELEITO,1
23051,AGRESTINA,PE,JOSUÉ MENDES,PSB,ELEITO,1
46710,ITAPEVA,MG,DANIEL,MDB,ELEITO,1
36412,ITIÚBA,BA,ZÉ DO RÁDIO,PP,ELEITO,1
08010,IGARAPÉ GRANDE,MA,ERLANIO XAVIER,PDT,ELEITO,1
87882,SENTINELA DO SUL,RS,FLAVIO TRESCASTRO,MDB,ELEITO,1
17957,PEDRO VELHO,RN,DEJINHA,PSDB,ELEITO,1
62111,BARRINHA,SP,ZÉ MARCOS,PL,ELEITO,1
54119,VARGEM BONITA,MG,SAMUEL,MDB,ELEITO,1
02313,ENVIRA,AM,RUAN MATTOS,PL,ELEITO,1
00574,MIRANTE DA SERRA,RO,EVALDO,PDT,ELEITO,1
10464,SANTA ROSA DO PIAUÍ,PI,VERISSIMO SIQUEIRA,PT,ELEITO,1
13650,CARIÚS,CE,WILAMAR PALACIO,PL,ELEITO,1
31275,CARIRA,SE,DIOGO MACHADO,PSD,ELEITO,1
17272,LAGOA DE VELHOS,RN,SONYARA,PSDB,ELEITO,1
88110,REDENTORA,RS,NICO,MDB,ELEITO,1
24295,IATI,PE,TONHO DE LULA,PSB,ELEITO,1
30970,HELIÓPOLIS,BA,MENDONÇA,PL,ELEITO,1
16470,CARNAÚBA DOS DANTAS,RN,GILSON DANTAS,MDB,ELEITO,1
04529,CUMARU DO NORTE,PA,NEGO,MDB,ELEITO,1
41254,BELO ORIENTE,MG,HAMILTON,PSDB,ELEITO,1
87262,NOVO BARREIRO,RS,MÁRCIA RODRIGUES PRESOTTO,PTB,ELEITO,1
93440,SANTA RITA DO NOVO DESTINO,GO,GAGUINHO,MDB,ELEITO,1
11290,MONSENHOR HIPÓLITO,PI,DJALMA POLICARPO,PP,ELEITO,1
96091,SILVÂNIA,GO,DOUTOR GERALDO,PP,ELEITO,1
39985,SOBRADINHO,BA,CLEIVINHO,PSD,ELEITO,1
11495,PALMEIRAIS,PI,BALTAZAR CAMPOS,PTB,ELEITO,1
12556,VERA MENDES,PI,DR CARLIM,PSD,ELEITO,1
89990,PONTES E LACERDA,MT,ALCINO BARCELOS,REPUBLICANOS,ELEITO,1
39845,QUIXABEIRA,BA,REGINALDO,DEM,ELEITO,1
98337,DENISE,MT,MARROM,PDT,ELEITO,1
38164,PRESIDENTE TANCREDO NEVES,BA,TOIN DO BÓ,PP,ELEITO,1
81175,GASPAR,SC,KLEBER WAN DALL,MDB,ELEITO,1
38318,RIBEIRA DO AMPARO,BA,GERMANO SANTANA,PT,ELEITO,1
87807,SÃO PEDRO DA SERRA,RS,ISABEL,MDB,ELEITO,1
80250,ARAQUARI,SC,CLENILTON PEREIRA,PSDB,ELEITO,1
24430,IPOJUCA,PE,CÉLIA SALES,PTB,ELEITO,1
59293,ITALVA,RJ,LÉO PELANCA,PSC,ELEITO,1
35955,ITABERABA,BA,RICARDO MASCARENHAS,PP,ELEITO,1
74268,DIAMANTE DO SUL,PR,DARCI TIRELLI,PSB,ELEITO,1
90875,INOCÊNCIA,MS,TONINHO DA COFAPI,DEM,ELEITO,1
53490,SIMÃO PEREIRA,MG,CHICLETE,PSDB,ELEITO,1
64114,FERNANDÓPOLIS,SP,ANDRÉ PESSUTO,DEM,ELEITO,1
48550,MONTE ALEGRE DE MINAS,MG,DR ULTIMO,PSD,ELEITO,1
89141,CAPÃO DO CIPÓ,RS,ADAIR CARDOSO,PDT,ELEITO,1
15555,SENADOR POMPEU,CE,MAURÍCIO PINHEIRO,PDT,ELEITO,1
28630,SÃO BRÁS,AL,KLINGER QUIRINO,MDB,ELEITO,1
04782,PIÇARRA,PA,LAANE BARROS,MDB,ELEITO,1
10456,CANTO DO BURITI,PI,DR FELLIPE,PP,ELEITO,1
35971,ITABUNA,BA,AUGUSTO CASTRO,PSD,ELEITO,1
84921,BOQUEIRÃO DO LEÃO,RS,JOCEMAR BARBON,PL,ELEITO,1
46892,ITUTINGA,MG,ROD DA LAN HOUSE,PSB,ELEITO,1
92835,CACHOEIRA DE GOIÁS,GO,GERALDO NETO,PP,ELEITO,1
76775,MANDAGUARI,PR,ENF  IVONÉIA,CIDADANIA,ELEITO,1
74454,BANDEIRANTES,PR,JAELSON MATTA,PODE,ELEITO,1
37354,MORRO DO CHAPÉU,BA,JULIANA ARAUJO,PL,ELEITO,1
74292,ARAPOTI,PR,IRANI BARROS,PSDB,ELEITO,1
61611,ARANDU,SP,FLAVIO GALHEGO,PTB,ELEITO,1
98515,TONANTINS,AM,SALES,REPUBLICANOS,ELEITO,1
92487,PEQUIZEIRO,TO,JOCELIO NOBRE,PSD,ELEITO,1
28134,OLHO D'ÁGUA DAS FLORES,AL,ZÉ LUIZ,PP,ELEITO,1
49271,PAINEIRAS,MG,FRANINHO DO DR LUIZINHO,PSDB,ELEITO,1
86894,GUARANI DAS MISSÕES,RS,JERONIMO JASKULSKI,MDB,ELEITO,1
18210,SÃO FRANCISCO DO OESTE,RN,LUSIMAR PORFIRIO,PSDB,ELEITO,1
75043,PINHAIS,PR,MARLI PAULINO,PSD,ELEITO,1
78670,SÃO CARLOS DO IVAÍ,PR,ZÉ LUIZ,PSD,ELEITO,1
88757,SÃO JOSÉ DO OURO,RS,ANTONIO BIANCHIN,MDB,ELEITO,1
23833,CATENDE,PE,DONA GRAÇA,PTB,ELEITO,1
74969,VIRMOND,PR,NEIMAR,PSD,ELEITO,1
82279,NOVA VENEZA,SC,ROGÉRIO FRIGO (GÉIO),PSDB,ELEITO,1
38113,PRADO,BA,GILVAN,PSD,ELEITO,1
26298,CAMARAGIBE,PE,DRA NADEGI,REPUBLICANOS,ELEITO,1
08389,SÃO PEDRO DA ÁGUA BRANCA,MA,MARILIA GONÇALVES,PTB,ELEITO,1
13137,ALTO SANTO,CE,JOENI,PSD,ELEITO,1
11576,PEDRO II,PI,ALVIMAR MARTINS,PP,ELEITO,1
31313,CEDRO DE SÃO JOÃO,SE,LAYANA COSTA,DEM,ELEITO,1
83712,URUBICI,SC,MARIZA COSTA,PP,ELEITO,1
49255,PADRE PARAÍSO,MG,DIEGO DO CARTÓRIO,SOLIDARIEDADE,ELEITO,1
98876,PORTO ESPERIDIÃO,MT,MARTINS,PSD,ELEITO,1
17132,JOÃO CÂMARA,RN,MANOEL BERNARDO,DEM,ELEITO,1
35211,FORMOSA DO RIO PRETO,BA,NEO,PSD,ELEITO,1
38857,SÃO GONÇALO DOS CAMPOS,BA,TARCÍSIO,SOLIDARIEDADE,ELEITO,1
74365,HONÓRIO SERPA,PR,LUCIANO DIAS,PSC,ELEITO,1
06173,TARTARUGALZINHO,AP,BRUNO MINEIRO,DEM,ELEITO,1
15199,PIQUET CARNEIRO,CE,BISMARCK,PDT,ELEITO,1
76392,JAPIRA,PR,ANGELO VIGILATO,PSB,ELEITO,1
69272,PRESIDENTE EPITÁCIO,SP,CASSIA FURLAN,PSDB,ELEITO,1
00213,COSTA MARQUES,RO,MIRANDÃO,REPUBLICANOS,ELEITO,1
47392,LADAINHA,MG,RELED,PSB,ELEITO,1
91804,DOIS IRMÃOS DO BURITI,MS,JAPAO,MDB,ELEITO,1
07099,ALTO PARNAÍBA,MA,ITAMAR VIEIRA,PDT,ELEITO,1
20451,ITATUBA,PB,JOSMAR,PSC,ELEITO,1
08087,PERITORÓ,MA,DR JUNIOR,PP,ELEITO,1
58130,CABO FRIO,RJ,JOSÉ BONIFÁCIO,PDT,ELEITO,1
39616,VÁRZEA DO POÇO,BA,CARNEIRO,PC do B,ELEITO,1
78336,SALGADO FILHO,PR,PROFESSOR VOLMAR,PSL,ELEITO,1
80810,CHAPECÓ,SC,JOÃO RODRIGUES,PSD,ELEITO,1
93262,BURITINÓPOLIS,GO,ANA PAULA,DEM,ELEITO,1
65536,ITAPIRA,SP,TONINHO BELLINI,PSD,ELEITO,1
02291,EIRUNEPÉ,AM,RAYLAN BARROSO,DEM,ELEITO,1
84816,NOVA HARTZ,RS,FLÁVIO,PP,ELEITO,1
56049,IRUPI,ES,EDMILSON MEIRELES,MDB,ELEITO,1
74942,DOUTOR ULYSSES,PR,MOISEIS,DEM,ELEITO,1
88846,CHUÍ,RS,MARCO ANTONIO,DEM,ELEITO,1
81019,ERVAL VELHO,SC,TIO SEVE,PP,ELEITO,1
90085,CANABRAVA DO NORTE,MT,JOAO CLEITON,PSDB,ELEITO,1
84808,ALTO ALEGRE,RS,AVELINO,PP,ELEITO,1
04871,MARAPANIM,PA,ANDERSON DIAS,MDB,ELEITO,1
90131,ANASTÁCIO,MS,NILDO ALVES,PSDB,ELEITO,1
39292,TEOFILÂNDIA,BA,HIGO MOURA,REPUBLICANOS,ELEITO,1
31453,FREI PAULO,SE,ANDERSON DE ZÉ DAS CANAS,MDB,ELEITO,1
80888,FORMOSA DO SUL,SC,JORGE,PP,ELEITO,1
50016,PIAU,MG,GILMAR,MDB,ELEITO,1
34037,CAETITÉ,BA,VALTÉCIO AGUIAR,PDT,ELEITO,1
74829,SANTA MÔNICA,PR,LUAN FRAZATTO,PSL,ELEITO,1
87050,IJUÍ,RS,ANDREI COSSETIN,PP,ELEITO,1
38806,SÃO DOMINGOS,BA,ILARIO CARNEIRO,PSD,ELEITO,1
71439,SOCORRO,SP,RICARDO LOPES,PTB,ELEITO,1
21652,SANTA CRUZ,PB,PAULO CÉSAR,PL,ELEITO,1
74055,AGUDOS DO SUL,PR,JESSE ZOELLNER,PP,ELEITO,1
20036,CUITÉ,PB,CHARLES CAMARAENSE,CIDADANIA,ELEITO,1
12203,JÚLIO BORGES,PI,EDUARDO HENRIQUE,PP,ELEITO,1
80780,SÃO MIGUEL DA BOA VISTA,SC,VANDERLEI BONALDO,PL,ELEITO,1
73296,ESPERANTINA,TO,DR. ARMANDO,PP,ELEITO,1
51217,RITÁPOLIS,MG,HIGINO,PSDB,ELEITO,1
96474,MINAÇU,GO,CARLOS LEREIA,PSDB,ELEITO,1
74667,PITANGUEIRAS,PR,SARGENTO SAMUEL,AVANTE,ELEITO,1
79073,SIQUEIRA CAMPOS,PR,GERMANO,PSD,ELEITO,1
68039,PALMARES PAULISTA,SP,LUCAS ASSUMÇÃO,PV,ELEITO,1
40789,SÃO JOSÉ DA LAPA,MG,DIEGO,AVANTE,ELEITO,1
16578,CORONEL JOÃO PESSOA,RN,FÁTIMA DE PACHICA,PSDB,ELEITO,1
40886,URUCUIA,MG,RUTÍLIO,PMN,ELEITO,1
14150,IPAUMIRIM,CE,PUICA,PSD,ELEITO,1
80608,RIO RUFINO,SC,ERLON TANCREDO KEDO,PSD,ELEITO,1
24716,LAGOA DO OURO,PE,EDSON QUEBRA SANTO,PP,ELEITO,1
07870,GOVERNADOR ARCHER,MA,PROFESSORA LEIDE,PDT,ELEITO,1
37583,NOVA REDENÇÃO,BA,GUILMA SOARES,PT,ELEITO,1
81752,JARAGUÁ DO SUL,SC,ANTIDIO LUNELLI,MDB,ELEITO,1
61263,ARAÇARIGUAMA,SP,RODRIGO  ANDRADE,PROS,ELEITO,1
65579,ITAPORANGA,SP,DOUGLAS BENINI,REPUBLICANOS,ELEITO,1
49557,PASSA VINTE,MG,LUCAS NASCIMENTO,PV,ELEITO,1
96555,NOVA GLÓRIA,GO,CARLINHO,PP,ELEITO,1
74128,ÂNGULO,PR,ROGÉRIO BERNARDO,PSD,ELEITO,1
75060,SAUDADE DO IGUAÇU,PR,DARLEI TRENTO,PSD,ELEITO,1
75590,FLÓRIDA,PR,EMERSON SETTE,PSD,ELEITO,1
58106,GUAPIMIRIM,RJ,MARINA,PMB,ELEITO,1
86550,FARROUPILHA,RS,FABIANO FELTRIN,PP,ELEITO,1
86860,LAJEADO DO BUGRE,RS,BETO,PP,ELEITO,1
73288,SÃO BENTO DO TOCANTINS,TO,PAULO WANDERSON,PSD,ELEITO,1
68950,PLATINA,SP,VAGÃO,PSDB,ELEITO,1
28215,OURO BRANCO,AL,DENYSE DE DONA TELMA,PSB,ELEITO,1
10367,MARCOLÂNDIA,PI,DR. CORINTO MATOS,PP,ELEITO,1
12149,BOQUEIRÃO DO PIAUÍ,PI,GENIR FERREIRA,PT,ELEITO,1
64874,IBATÉ,SP,ZE PARRELLA,PSDB,ELEITO,1
14435,JARDIM,CE,DR. ANIZIARIO COSTA,PSB,ELEITO,1
80721,SANTA HELENA,SC,BLASIO IVO HICKMANN,PT,ELEITO,1
82538,PINHALZINHO,SC,MARIO AFONSO CENA,PSDB,ELEITO,1
98850,PORTO ALEGRE DO NORTE,MT,DANIEL DO LAGO,PDT,ELEITO,1
75353,CURITIBA,PR,RAFAEL GRECA,DEM,ELEITO,1
79553,QUEDAS DO IGUAÇU,PR,ELCIO JAIME,PSD,ELEITO,1
83232,SÃO JOÃO DO SUL,SC,MOACIR,MDB,ELEITO,1
71277,SEBASTIANÓPOLIS DO SUL,SP,ERANI,PSDB,ELEITO,1
10340,LAGOA DO BARRO DO PIAUÍ,PI,GILSON NUNES,PSD,ELEITO,1
57134,JAGUARÉ,ES,MARCOS GUERRA,CIDADANIA,ELEITO,1
36013,ITAETÉ,BA,ZENILDO MATOS,DEM,ELEITO,1
89290,TAQUARI,RS,ANDRÉ BRITO,PDT,ELEITO,1
41068,MIRAVÂNIA,MG,ELZIO MOTA,PTB,ELEITO,1
85294,AUGUSTO PESTANA,RS,DARCI SALLET,MDB,ELEITO,1
67652,NOVA INDEPENDÊNCIA,SP,FERNANDINHO,PTB,ELEITO,1
00272,CEREJEIRAS,RO,LISETE MARTH,PV,ELEITO,1
37575,NOVA ITARANA,BA,DANILO DE ZEU,PSD,ELEITO,1
08737,PIRAPEMAS,MA,FERNANDO CUTRIM,REPUBLICANOS,ELEITO,1
40568,PERIQUITO,MG,JOSÉ FLOR,MDB,ELEITO,1
79251,TIJUCAS DO SUL,PR,GRINGO,PP,ELEITO,1
05991,SANTA MARIA DAS BARREIRAS,PA,ADRIANO SALOMÃO,MDB,ELEITO,1
07544,FERNANDO FALCÃO,MA,RAIMUNDA DO JOSEMAR,PDT,ELEITO,1
12270,VÁRZEA GRANDE,PI,DR SEGUNDO,REPUBLICANOS,ELEITO,1
45055,FARIA LEMOS,MG,GIL DAMAS,MDB,ELEITO,1
46736,ITATIAIUÇU,MG,ADÉLCIO DA FARMÁCIA,PSC,ELEITO,1
73105,SÃO FÉLIX DO TOCANTINS,TO,CARLÃO,MDB,ELEITO,1
12238,URUÇUÍ,PI,DR WAGNER,PP,ELEITO,1
88226,NOVA CANDELÁRIA,RS,JORGE LADIR STEFFLER,PDT,ELEITO,1
16330,BOM JESUS,RN,CLÉCIO AZEVEDO,PSDB,ELEITO,1
42919,CARRANCAS,MG,HELY,PTB,ELEITO,1
36137,ITAMARAJU,BA,DR MARCELO,PSDB,ELEITO,1
52590,SÃO JOSÉ DA SAFIRA,MG,CURISCO,PSDB,ELEITO,1
56715,MUCURICI,ES,ATANAEL,MDB,ELEITO,1
17736,PARAÚ,RN,MARIA OLIMPIA,PP,ELEITO,1
61417,ANDRADINA,SP,MARIO CELSO,PSDB,ELEITO,1
68195,PARANAPUÃ,SP,JUNINHO PINATTO,PP,ELEITO,1
63614,COTIA,SP,ROGÉRIO FRANCO,PSD,ELEITO,1
16799,GALINHOS,RN,IRMÃO NALDO,PL,ELEITO,1
09652,SANTA LUZIA DO PARUÁ,MA,VILSON FERRAZ,PL,ELEITO,1
04952,MONTE ALEGRE,PA,MATHEUS ALMEIDA,MDB,ELEITO,1
36650,JIQUIRIÇÁ,BA,CASCALHO,PSB,ELEITO,1
25216,PETROLINA,PE,MIGUEL COELHO,MDB,ELEITO,1
87386,PINHAL GRANDE,RS,LUCAS MICHELON DODÃO DA RÁDIO,PP,ELEITO,1
19747,PEDRO RÉGIS,PB,MICHELE RIBEIRO,CIDADANIA,ELEITO,1
30813,CAPELA DO ALTO ALEGRE,BA,DR NEI,PC do B,ELEITO,1
93300,VALPARAÍSO DE GOIÁS,GO,PÁBIO MOSSORÓ,MDB,ELEITO,1
93777,GOIÁS,GO,ADERSON,PT,ELEITO,1
62812,CAIEIRAS,SP,LAGOINHA,MDB,ELEITO,1
07374,BEQUIMÃO,MA,JOAO MARTINS,MDB,ELEITO,1
16314,BENTO FERNANDES,RN,JUNIOR MARQUES,MDB,ELEITO,1
61867,MARAPOAMA,SP,MARCIO DO ESCRITORIO,PSDB,ELEITO,1
54313,MATHIAS LOBATO,MG,KARLA DO FABIANO,PSDB,ELEITO,1
51152,RIO POMBA,MG,REGINALDO FURTADO,REPUBLICANOS,ELEITO,1
73547,SANTA RITA DO TOCANTINS,TO,NEGUINHA DO RESTAURANTE,DEM,ELEITO,1
95915,SÃO DOMINGOS,GO,CLEITON MARTINS,PL,ELEITO,1
25291,QUIPAPÁ,PE,ALVINHO PORTO,DEM,ELEITO,1
19879,CATOLÉ DO ROCHA,PB,LAURINHO MAIA,DEM,ELEITO,1
19526,POÇO DE JOSÉ DE MOURA,PB,PAULO BRAZ,CIDADANIA,ELEITO,1
62138,BARUERI,SP,RUBENS FURLAN,PSDB,ELEITO,1
64858,IACRI,SP,CARLINHOS,PSDB,ELEITO,1
26271,VITÓRIA DE SANTO ANTÃO,PE,PAULO ROBERTO,MDB,ELEITO,1
26212,VERDEJANTE,PE,HAROLDO TAVARES,PSB,ELEITO,1
08052,SÃO LUÍS GONZAGA DO MARANHÃO,MA,DR JUNIOR,PDT,ELEITO,1
12394,JATOBÁ DO PIAUÍ,PI,HILTON GOMES,PSD,ELEITO,1
13412,BATURITÉ,CE,HERBERLH MOTA,PL,ELEITO,1
61549,VARGEM,SP,LEO ALVES,PDT,ELEITO,1
40720,SÃO JOÃO DO MANHUAÇU,MG,SÉRGIO CAMILO,MDB,ELEITO,1
09156,SÃO FRANCISCO DO MARANHÃO,MA,ADELBARTO,PC do B,ELEITO,1
76759,MANDAGUAÇU,PR,PROFESSOR ÍNDIO,PSB,ELEITO,1
90220,TABAPORÃ,MT,SIRINEU MOLETA,MDB,ELEITO,1
71250,SARUTAIÁ,SP,ISNAR,PTB,ELEITO,1
10707,CAPITÃO GERVÁSIO OLIVEIRA,PI,GABRIELA COELHO,PT,ELEITO,1
87122,MORRINHOS DO SUL,RS,MARCOS VENICIOS,PP,ELEITO,1
53791,TOCANTINS,MG,SILAS,DEM,ELEITO,1
49476,PARAOPEBA,MG,JUCA BAHIA,PSD,ELEITO,1
23396,BODOCÓ,PE,DOUTOR OTÁVIO,PSB,ELEITO,1
07978,HUMBERTO DE CAMPOS,MA,LUIS FERNANDO,DEM,ELEITO,1
68411,PEDREGULHO,SP,DIRCEU POLO FILHO,PSDB,ELEITO,1
00590,THEOBROMA,RO,GILLIARD GOMES,PSD,ELEITO,1
25810,SERTÂNIA,PE,ÂNGELO FERREIRA,PSB,ELEITO,1
19909,AREIA DE BARAÚNAS,PB,TOINHO MACEDO,PROS,ELEITO,1
56596,IÚNA,ES,ROMÁRIO,PP,ELEITO,1
82457,PENHA,SC,AQUILES,MDB,ELEITO,1
85138,ANTA GORDA,RS,XICO FRIGHETTO,PSL,ELEITO,1
44474,DIVISA NOVA,MG,JOSÉ LUIZ,DEM,ELEITO,1
57010,VIANA,ES,WANDERSON BUENO,PODE,ELEITO,1
40460,MONTEZUMA,MG,IVAN VIEIRA,REPUBLICANOS,ELEITO,1
75035,CHOPINZINHO,PR,NECO,PSL,ELEITO,1
82112,MELEIRO,SC,EDER MATTOS,PL,ELEITO,1
85197,ARROIO DO MEIO,RS,DANILO,PP,ELEITO,1
16691,ESPÍRITO SANTO,RN,FERNANDO TEIXEIRA,PSDB,ELEITO,1
50679,PRESIDENTE OLEGÁRIO,MG,SARGENTO RHENYS CAMBRAIA,CIDADANIA,ELEITO,1
92991,CARMO DO RIO VERDE,GO,GERALDO REIS,PODE,ELEITO,1
79758,MARILENA,PR,ZÉ DO PEIXE,PP,ELEITO,1
40592,ANTÔNIO DIAS,MG,DITINHO,PSD,ELEITO,1
74012,ABATIÁ,PR,GARCIA DO POSTO,PDT,ELEITO,1
76570,LAPA,PR,DIEGO RIBAS,PSD,ELEITO,1
87556,NÃO-ME-TOQUE,RS,GILSON,DEM,ELEITO,1
88625,BARRA DO QUARAÍ,RS,MAHER JABER,PDT,ELEITO,1
48836,NACIP RAYDAN,MG,DUZÃO,PP,ELEITO,1
12017,SÃO JOSÉ DO PEIXE,PI,DR CELSO ANTÔNIO,PP,ELEITO,1
47635,LAVRAS,MG,JUSSARA MENICUCCI,PSB,ELEITO,1
53635,TAPIRAÍ,MG,RONALDO,DEM,ELEITO,1
33170,ALMADINA,BA,MILTON,PODE,ELEITO,1
99074,INDIAVAÍ,MT,SIDNEI DA CERÂMICA,DEM,ELEITO,1
75159,COLORADO,PR,MARCOS MELLO,DEM,ELEITO,1
56120,MARATAÍZES,ES,TININHO BATISTA,PDT,ELEITO,1
77194,NOVA CANTU,PR,AIRTON AGNOLIN,PDT,ELEITO,1
74993,CENTENÁRIO DO SUL,PR,JUNIOR TAVIAN,PSD,ELEITO,1
16950,ITAÚ,RN,ANDRÉ JÚNIOR,PP,ELEITO,1
71412,SILVEIRAS,SP,GUILHERME,PSDB,ELEITO,1
61255,ÁLVARES MACHADO,SP,ROGER GASQUES,PSDB,ELEITO,1
69752,RINCÃO,SP,TENENTE RODRIGUES,PSL,ELEITO,1
09334,TASSO FRAGOSO,MA,DR ROBERTH,REPUBLICANOS,ELEITO,1
48178,MATIPÓ,MG,FABINHO GARDINGO,CIDADANIA,ELEITO,1
93939,IACIARA,GO,WAGUINHA DE DELZA,PL,ELEITO,1
00795,SÃO FRANCISCO DO GUAPORÉ,RO,TINOCO,MDB,ELEITO,1
02895,ALVARÃES,AM,LUCENILDO,PSC,ELEITO,1
98450,SÃO SEBASTIÃO DO UATUMÃ,AM,JANDER BARRETO,REPUBLICANOS,ELEITO,1
